QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,CRMCODEA,CRMC_DEA,ADVMATX,ADVMATX_,MATNSPCX,MATN_PCX,CRMCDA1,CRMCDA1_,CRMCDA2,CRMCDA2_,CRMCDA3,CRMCDA3_,CRMCDA4,CRMCDA4_,CRMCDA5,CRMCDA5_,CRMCDA6,CRMCDA6_,CRMCDA7,CRMCDA7_,CRMCDA8,CRMCDA8_,CRMCDA9,CRMCDA9_
20182,03777883,4,0,1,,A,,A,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778333,2,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03778533,8,0,1,140,D,1258,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03780773,9,0,1,175,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782523,5,0,1,,A,,A,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03782693,12,0,1,150,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03783773,3,0,1,235,D,88,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784333,14,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03784673,4,0,1,280,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785403,2,0,1,175,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03785743,4,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03799493,11,0,1,175,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03800643,3,0,1,235,D,787,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03801833,6,0,1,220,D,43,D,54,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03803103,8,0,1,,A,,A,872,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03803233,2,0,1,300,D,12,D,86,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804403,4,0,1,175,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03804613,6,0,1,140,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805753,15,0,1,140,D,503,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03805853,5,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03806863,4,0,1,175,D,14,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03807083,4,0,1,,A,,A,103,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03818562,5,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819202,4,0,1,160,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03819442,10,0,1,235,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03821412,9,0,1,130,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03822262,4,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823262,21,0,1,,A,,A,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03823552,5,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03824242,5,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825072,7,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825182,2,0,1,110,D,4000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825262,4,0,1,,A,,A,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825342,3,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03825562,10,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03826372,5,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03828612,3,0,1,130,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03839852,5,0,1,235,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03839932,5,0,1,,A,,A,237,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03841902,2,0,1,235,D,460,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03843192,13,0,1,175,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03843992,12,0,1,,A,,A,1746,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03846022,10,0,1,200,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03846952,14,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03847002,8,0,1,130,D,13000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848582,7,0,1,,A,,A,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848722,5,0,1,300,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848742,21,0,1,210,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848822,6,0,1,,A,,A,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03848952,6,0,1,200,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03850822,9,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03850992,3,0,1,130,D,210,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03851032,13,0,1,300,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03851262,6,0,1,160,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03852112,8,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03852752,12,0,1,130,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03856992,8,0,1,300,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857422,6,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03857842,7,0,1,130,D,625,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03858822,5,0,1,220,D,395,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03859092,3,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03891181,3,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03892061,7,0,1,130,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03892891,6,0,1,200,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03893591,4,0,1,,A,,A,225,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03893981,11,0,1,160,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894071,7,0,1,100,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894191,2,0,1,,A,,A,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894241,9,1,1,300,D,1312,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894241,9,0,1,310,D,,H,200,D,300,D,220,D,,A,,A,,A,,A,,A,,A,,A
20182,03894241,9,2,1,220,D,188,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894371,9,0,1,220,D,2000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03894451,3,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03895151,9,0,1,300,D,400,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03895571,5,0,1,140,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03896531,4,0,1,150,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03897951,8,0,1,,A,,A,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03898321,9,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03899701,1,0,1,280,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900051,16,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900071,6,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900131,6,0,1,260,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03900621,2,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901081,6,0,1,130,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03901101,1,0,1,175,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902051,3,0,1,190,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902224,22,1,1,280,D,1400,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03902224,22,0,1,310,D,,H,,A,280,D,240,D,,A,,A,,A,,A,,A,,A,,A
20182,03904341,1,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03904881,1,0,1,300,D,810,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03905711,11,0,1,150,D,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906461,12,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03906781,5,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908121,10,0,1,,A,,A,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908131,6,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908271,4,0,1,130,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03908781,4,0,1,300,D,450,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03909831,5,0,1,175,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910081,6,0,1,140,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910391,10,0,1,130,D,850,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910611,17,0,1,175,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03910901,3,0,1,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03911411,2,0,1,175,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03911541,3,0,1,140,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03911661,8,0,1,140,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912291,14,0,1,175,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912401,10,0,1,175,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03912681,2,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03922891,25,0,1,,A,,A,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03923751,4,1,1,150,D,1300,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03923751,4,0,1,310,D,,H,,A,150,D,210,D,,A,,A,,A,,A,,A,,A,,A
20182,03924001,11,0,1,280,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03924421,5,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03925421,10,0,1,300,D,2100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926511,4,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03926691,3,0,1,200,D,168,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927141,9,0,1,130,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927331,16,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03927421,4,0,1,290,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03928361,7,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929421,7,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929601,4,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03929901,8,0,1,300,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930001,11,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03930471,4,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932231,4,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03932681,12,0,1,160,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20182,03933191,5,0,1,140,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756554,3,0,1,160,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756754,6,0,1,190,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03756964,6,0,1,140,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03757704,6,0,1,,A,,A,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758364,3,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03758924,3,0,1,175,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759674,11,0,1,300,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03759834,3,0,1,175,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760064,6,0,1,175,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03760784,18,0,1,130,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03761644,9,0,1,300,D,100,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03762144,6,0,1,130,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03765024,3,0,1,200,D,864,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03766034,11,0,1,175,D,150,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776344,4,0,1,175,D,100,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03776564,13,0,1,300,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03777114,9,0,1,175,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03778514,4,0,1,290,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03781974,8,0,1,130,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03782524,6,0,1,175,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03784264,4,0,1,175,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03785404,3,0,1,300,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03798714,3,0,1,260,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03799734,12,0,1,235,D,920,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03800644,8,0,1,235,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03800864,4,0,1,300,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03801504,11,0,1,130,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03801554,2,0,1,300,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03804054,8,0,1,300,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03805044,8,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03805844,11,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03805854,3,0,1,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03805924,18,0,1,200,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03807224,13,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03807614,5,0,1,300,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03807754,6,0,1,,A,,A,240,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03807884,3,0,1,130,D,400,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03819503,9,0,1,130,D,2500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03819513,6,0,1,300,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03820363,5,0,1,300,D,16,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03822443,8,0,1,300,D,146,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03822763,7,0,1,300,D,341,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03823523,5,0,1,300,D,1800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03823553,9,0,1,140,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03827643,2,0,1,300,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03828473,6,0,1,200,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03828573,1,0,1,300,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03828613,3,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03828803,6,0,1,110,D,3500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03840823,2,0,1,175,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03841383,7,0,1,,A,,A,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03842273,6,0,1,,A,,A,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03842883,10,0,1,190,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03846283,10,0,1,300,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03847443,2,0,1,130,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03847723,6,0,1,175,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03849513,19,0,1,150,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03849553,4,0,1,140,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03849973,10,0,1,210,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03850293,7,0,1,190,D,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03851163,3,0,1,200,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03851943,6,0,1,,A,,A,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03852333,17,0,1,,A,,A,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03854273,6,0,1,300,D,341,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03854343,3,0,1,,A,,A,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03856063,7,0,1,140,D,20,D,102,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03856393,16,0,1,,A,,A,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03856553,4,0,1,120,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03857333,5,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03858243,2,0,1,300,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03859093,10,0,1,,A,,A,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03859203,18,0,1,175,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03859323,8,0,1,300,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03859663,4,0,1,300,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03891282,6,0,1,,A,,A,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03891462,5,0,1,175,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03891752,5,0,1,160,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03891972,3,0,1,300,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03892062,4,0,1,220,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03895512,9,0,1,175,D,66,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03895992,14,0,1,300,D,30,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03896122,5,0,1,,A,,A,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03896622,2,0,1,110,D,6000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03896712,4,0,1,175,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03896842,1,0,1,,A,,A,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20183,03897052,6,0,1,,A,,A,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
